losses trénovací sada,frame acc trénovací sada,losses validační sada,sample acc validační sada,frame acc validační sada,losses testovací sada,sample acc testovací sada,frame acc testovací sada
1.5084332260362354,0.40966716588516383,1.422803296675177,0.696798493408663,0.44158665153988763,1.4529861919145246,0.7024482109227872,0.43412646851821773
1.411298866121959,0.4530923559902384,1.3869058905026237,0.7137476459510358,0.45590636154846564,1.419678234911547,0.7005649717514124,0.45195847544799955
1.3785350470965916,0.467555769979892,1.3754617223833754,0.7325800376647834,0.4635020338138853,1.395592519373662,0.7099811676082862,0.4603567754858968
1.3581614593484017,0.4760447574812452,1.350162318155796,0.7024482109227872,0.4715058524032209,1.3662331590141954,0.711864406779661,0.47230794217963296
1.3421643612453318,0.48163645925942344,1.3393140113555728,0.7457627118644068,0.47648662110185674,1.361412410745537,0.7306967984934086,0.4757728330897082
1.326109979614282,0.48881020349191545,1.3406842653897448,0.7306967984934086,0.47478485846315616,1.343429267475994,0.7306967984934086,0.4782361539710898
1.3138877048099895,0.49279002904104874,1.3332529183311561,0.7269303201506592,0.4797172030216663,1.3450780765747274,0.7306967984934086,0.4782767581614423
1.306288721787385,0.49542733472728095,1.3348864399349947,0.7156308851224106,0.47676333047400316,1.3518471811084967,0.7156308851224106,0.47194250446646097
1.2986758724388296,0.49801520158681584,1.3142263134717513,0.7288135593220338,0.48498159882675224,1.3273088927658308,0.7250470809792844,0.4836229765578474
1.2930110026848305,0.4999424634344471,1.3093079495793647,0.7382297551789078,0.4855350175710451,1.3214378156815965,0.7306967984934086,0.4882653889881436
