losses train: anglický,frame acc train: anglický,losses val: anglický,sample acc val: anglický,frame acc val: anglický,losses test: italský,sample acc test: italský,frame acc test: italský
1.2136329715639047,0.5327098828447815,1.0478015587843579,0.8199152542372882,0.602651480498887,2.2652510409820175,0.24489795918367346,0.2064296408417104
1.0256058578561678,0.6079171788301145,0.98076131568998,0.8453389830508474,0.6266352575244717,2.2613980262159337,0.2193877551020408,0.19966765930142644
0.9622017320112556,0.6321086550414244,0.9397458834594643,0.8601694915254238,0.6442914646418443,2.334353748368536,0.25510204081632654,0.20596348639651646
0.9248042956740818,0.6470265005520949,0.9290273834941666,0.8516949152542372,0.647440002439545,2.3686422347366407,0.22789115646258504,0.2032926956340523
0.8999911782051062,0.657286262908255,0.9310899199127752,0.8686440677966102,0.6497804409477632,2.3298411739243425,0.23979591836734693,0.20049576896288862
0.8815274694310682,0.6645563796467981,0.9086510047663074,0.875,0.6593175372792974,2.4430625408058892,0.25170068027210885,0.2081352176941259
0.8674220574471946,0.6700512857906762,0.9023739169997165,0.8834745762711864,0.658212118439911,2.4284384906255023,0.22108843537414966,0.19519257662756453
0.8558086286251956,0.6748065931929137,0.9007962598552219,0.864406779661017,0.6624432043423901,2.4348868115172935,0.21258503401360543,0.2004464114333975
0.8458068456543947,0.6789308110585637,0.9072501500128538,0.875,0.6617265879913397,2.479647183357388,0.23129251700680273,0.20305139215654014
0.8362761379361175,0.6823657784537178,0.88975055426325,0.8728813559322034,0.6648446314762296,2.486346486806537,0.24489795918367346,0.2033201164837696
