losses train: anglický,frame acc train: anglický,losses val: anglický,sample acc val: anglický,frame acc val: anglický,losses test: italský,sample acc test: italský,frame acc test: italský
1.1089696858433677,0.5747654465023577,1.1816867883266335,0.836864406779661,0.5620635501478974,2.477398010783178,0.22789115646258504,0.18750377036683613
0.9713614346309705,0.6327440849462141,1.2266296248520085,0.8432203389830508,0.5682005306010429,2.919895041961102,0.21428571428571427,0.18670308155509122
0.9389227866564348,0.6476523816468399,1.1994651675723675,0.8622881355932204,0.5868325557283567,3.0840447651276786,0.19047619047619047,0.18950549239619838
0.924774843339661,0.6546525274832115,1.2397354577932995,0.847457627118644,0.5861159393773061,3.201171624492671,0.24489795918367346,0.19381056580181308
0.9204330135805107,0.6566109016160059,1.219385714596143,0.8516949152542372,0.5848428018174611,3.1117921872000065,0.2653061224489796,0.1865604931365613
0.919030006620534,0.6575892206087627,1.250851759809938,0.8453389830508474,0.5841261854664105,3.460565902323006,0.2857142857142857,0.2021629566256999
0.9179370011203101,0.6579216928130447,1.263611857953407,0.8580508474576272,0.5789345287103955,3.5271948898565184,0.23809523809523808,0.19714494112743566
0.9161495639513633,0.6585779564852046,1.2718450521775497,0.847457627118644,0.5728814076174793,3.139317752153815,0.2465986394557823,0.20418113116489253
0.915158735336252,0.659504191059536,1.2524477600684345,0.8347457627118644,0.578240783093953,3.16768994879894,0.272108843537415,0.20451566553144349
0.9130536889387819,0.6600936130613833,1.2347009284384989,0.8601694915254238,0.5841795505138292,3.2872014108986614,0.2602040816326531,0.20125258441508587
