losses trénovací sada,frame acc trénovací sada,losses validační sada,sample acc validační sada,frame acc validační sada,losses testovací sada,sample acc testovací sada,frame acc testovací sada
1.1543965899116169,0.5587081805062706,1.2064434308523397,0.8512241054613936,0.5544079802982927,1.2230345169882084,0.8455743879472694,0.5518244816198365
0.9092629616941827,0.6560080534143903,1.208022802964486,0.8738229755178908,0.5653795069038988,1.2427688373155967,0.8587570621468926,0.5595595798819771
0.8141349877902749,0.6930667159918409,1.2581382748544885,0.8851224105461394,0.573168875729821,1.2906607856608165,0.8568738229755178,0.565487791673434
0.7579732704985787,0.7150473888201765,1.3055372162185546,0.8775894538606404,0.5723387476133817,1.3537774823903697,0.8512241054613936,0.5628282172053489
0.7196447358757655,0.7297102629037469,1.329272373688109,0.8813559322033898,0.5753133733639558,1.4053889745632733,0.871939736346516,0.5619010881923014
0.6916664887097316,0.7401750986858648,1.3846883190274446,0.8907721280602636,0.5718337530092145,1.4406702327090584,0.8681732580037664,0.562774078284879
0.6691360484727453,0.7492846287016256,1.4174692264259796,0.8888888888888888,0.5724494313622402,1.486795927006045,0.8606403013182674,0.5609942612744302
0.6518227215620619,0.7558062918578514,1.4752587598070646,0.9001883239171374,0.5699659647472259,1.5188947061506244,0.8907721280602636,0.565386281197553
0.6369850787319425,0.7614730042696394,1.4980194966114933,0.8813559322033898,0.5690251528819281,1.5718832490968035,0.8662900188323918,0.5606288235612582
0.6264613622365242,0.7658091303284187,1.5065502232021262,0.8870056497175142,0.5734179141647527,1.5914530252837087,0.8700564971751412,0.5601821774673813
