losses train: anglický,frame acc train: anglický,losses val: anglický,sample acc val: anglický,frame acc val: anglický,losses test: italský,sample acc test: italský,frame acc test: italský
1.1043938533525832,0.5802525399834719,1.328462156983708,0.826271186440678,0.6164577806239137,2.5661002200835985,0.23979591836734693,0.2016803496706756
0.8974374453316134,0.6594581831565935,1.4522071111362307,0.8389830508474576,0.6416308358491142,2.716228103247382,0.2261904761904762,0.19563679439298465
0.8293529434421067,0.6856939727910998,1.2932597353826405,0.8792372881355932,0.6554142652395328,2.7351749114836488,0.24489795918367346,0.1972710770361352
0.7874108704116448,0.7017081953096245,1.3449717324243078,0.8495762711864406,0.657663220809319,2.922555644134461,0.23469387755102042,0.19205014724996297
0.75724953560617,0.7133629520059446,1.459287846000493,0.8453389830508474,0.6558945506663008,2.9759947024011826,0.23639455782312926,0.18950549239619838
0.7347472126608411,0.7225645325944291,1.5292304131672372,0.8622881355932204,0.6682599945110237,2.971659824659097,0.23299319727891157,0.19966765930142644
0.7162137770858577,0.7295889844927325,1.2693454138671556,0.8771186440677966,0.671553380294575,3.155092365045746,0.2261904761904762,0.191392046856748
0.7017565571852102,0.7353009090467163,1.491573067639657,0.864406779661017,0.671553380294575,3.2567948860777323,0.2534013605442177,0.19485255809107013
0.6882479054270986,0.7403374723084508,1.179802560189274,0.8771186440677966,0.6748391424999237,3.227985609074213,0.2465986394557823,0.19485804226101358
0.67838540472976,0.7439130676333535,1.5745820354611717,0.8686440677966102,0.6761199036379715,3.3439292828904,0.23469387755102042,0.1948141689014659
0.6676698313607657,0.7481527392931797,1.7102482962676568,0.8580508474576272,0.6769813679748727,3.3431228439166145,0.23809523809523808,0.19514870326801687
0.6583676521069972,0.7520078543302986,2.514507516302857,0.8389830508474576,0.6740615375232519,3.9013866323991784,0.22448979591836735,0.1955490476738893
0.6510690390031764,0.7541763022840754,1.3233368037799138,0.8919491525423728,0.6747781538743024,3.4223001000854625,0.20408163265306123,0.1897248591939367
0.6450670106654023,0.7569992777627311,1.4734409152383159,0.8707627118644068,0.6766230597993474,3.4481890717898134,0.2261904761904762,0.193163433748485
0.6386696603250718,0.7596451662187407,1.4098204426462144,0.8792372881355932,0.678795779587107,3.5117178978073857,0.23469387755102042,0.1938325024815869
