losses train: anglický,frame acc train: anglický,losses val: anglický,sample acc val: anglický,frame acc val: anglický,losses test: italský,sample acc test: italský,frame acc test: italský
1.1848240769399465,0.543429724230366,1.1926631539445978,0.8411016949152542,0.5518098374653128,2.4395853908405742,0.23129251700680273,0.21128861541161437
1.0416913565358692,0.6027547448905185,1.178242022306829,0.836864406779661,0.5674991614063977,2.574846870611819,0.22789115646258504,0.19748495966393007
1.0005541578049775,0.620036354924061,1.1749444438256715,0.8199152542372882,0.5650367456469368,2.6675514655036716,0.2465986394557823,0.198609214502339
0.9771968840425189,0.6302709431446488,1.1986575469787835,0.8283898305084746,0.5664394840362272,2.649287189207286,0.195578231292517,0.19173754956318587
0.9623591869075452,0.636621769897984,1.1745865257862367,0.826271186440678,0.5738877199402311,2.599093876106969,0.21598639455782312,0.19769884229172494
0.9522159300508646,0.6401895525601228,1.1656614588731196,0.8538135593220338,0.5738191077364072,2.591265798026596,0.2227891156462585,0.19792917742935018
0.9444540429059166,0.6434439606380689,1.2142269786043751,0.8305084745762712,0.571249961882109,2.8196207408774785,0.2465986394557823,0.20016671876628114
0.9378697263728569,0.6463294374188351,1.181046855217509,0.8601694915254238,0.5797045101088647,2.7579501088072997,0.23639455782312926,0.1960755279884613
0.9330826128343013,0.6483468405591784,1.1670733177176815,0.847457627118644,0.5796435214832434,2.6628901117005928,0.20068027210884354,0.1910355758104232
0.9311375314077861,0.6496411383570491,1.2116060325341405,0.8326271186440678,0.5761442990882201,2.77693891742498,0.23299319727891157,0.19319633876814574
